,base,snap,calc,SCF,ex_en,osc
579,/home/share/wesolowski/NR_CGE_HUJI,829,iso1,-985.13804156,2.890153,2.481238
580,/home/share/wesolowski/NR_CGE_HUJI,830,iso1,-985.13824953,3.021569,2.430834
581,/home/share/wesolowski/NR_CGE_HUJI,831,iso1,-985.14701088,2.977206,2.569353
582,/home/share/wesolowski/NR_CGE_HUJI,832,iso1,-985.12841398,3.008279,2.406667
583,/home/share/wesolowski/NR_CGE_HUJI,833,iso1,-985.11142198,2.862496,2.368792
584,/home/share/wesolowski/NR_CGE_HUJI,834,iso1,-985.13536057,2.935732,2.524314
585,/home/share/wesolowski/NR_CGE_HUJI,835,iso1,-985.13731932,3.055604,2.454566
586,/home/share/wesolowski/NR_CGE_HUJI,836,iso1,-985.13244363,3.01815,2.384864
587,/home/share/wesolowski/NR_CGE_HUJI,837,iso1,-985.12500765,2.954728,2.417033
588,/home/share/wesolowski/NR_CGE_HUJI,838,iso1,-985.14552933,3.072654,2.42542
589,/home/share/wesolowski/NR_CGE_HUJI,839,iso1,-985.12725297,3.136953,2.381414
590,/home/share/wesolowski/NR_CGE_HUJI,840,iso1,-985.12476441,3.068189,2.403369
591,/home/share/wesolowski/NR_CGE_HUJI,841,iso1,-985.1255485,2.996784,2.507474
592,/home/share/wesolowski/NR_CGE_HUJI,842,iso1,-985.13738695,2.827206,2.45243
593,/home/share/wesolowski/NR_CGE_HUJI,843,iso1,-985.14818594,3.080439,2.435689
594,/home/share/wesolowski/NR_CGE_HUJI,844,iso1,-985.14032963,3.151089,2.359441
595,/home/share/wesolowski/NR_CGE_HUJI,845,iso1,-985.14186568,3.081239,2.321842
596,/home/share/wesolowski/NR_CGE_HUJI,846,iso1,-985.13395951,3.020581,2.525122
597,/home/share/wesolowski/NR_CGE_HUJI,847,iso1,-985.1323141,3.195294,2.226981
598,/home/share/wesolowski/NR_CGE_HUJI,848,iso1,-985.13904975,2.899093,2.491988
599,/home/share/wesolowski/NR_CGE_HUJI,849,iso1,-985.13475073,3.022842,2.459403
600,/home/share/wesolowski/NR_CGE_HUJI,850,iso1,-985.1470121,3.009457,2.404119
601,/home/share/wesolowski/NR_CGE_HUJI,851,iso1,-985.15327993,2.983998,2.496466
602,/home/share/wesolowski/NR_CGE_HUJI,852,iso1,-985.1340218,2.90234,2.447615
603,/home/share/wesolowski/NR_CGE_HUJI,853,iso1,-985.13836632,3.015412,2.281744
604,/home/share/wesolowski/NR_CGE_HUJI,854,iso1,-985.1386244,3.057763,2.444114
605,/home/share/wesolowski/NR_CGE_HUJI,855,iso1,-985.15841751,3.044505,2.519703
606,/home/share/wesolowski/NR_CGE_HUJI,856,iso1,-985.15511725,2.98271,2.396808
607,/home/share/wesolowski/NR_CGE_HUJI,857,iso1,-985.15975857,3.119165,2.389918
608,/home/share/wesolowski/NR_CGE_HUJI,858,iso1,-985.13997244,2.832935,2.439947
609,/home/share/wesolowski/NR_CGE_HUJI,859,iso1,-985.1306716,3.158638,2.229317
610,/home/share/wesolowski/NR_CGE_HUJI,860,iso1,-985.15966881,3.007436,2.349884
611,/home/share/wesolowski/NR_CGE_HUJI,861,iso1,-985.13287,3.31512,2.2705
612,/home/share/wesolowski/NR_CGE_HUJI,862,iso1,-985.13598417,3.181759,2.338097
613,/home/share/wesolowski/NR_CGE_HUJI,863,iso1,-985.1374684,3.111148,2.420945
614,/home/share/wesolowski/NR_CGE_HUJI,864,iso1,-985.14879176,2.928725,2.480538
615,/home/share/wesolowski/NR_CGE_HUJI,865,iso1,-985.13902835,3.057076,2.368619
616,/home/share/wesolowski/NR_CGE_HUJI,866,iso1,-985.1269841,3.101027,2.31617
617,/home/share/wesolowski/NR_CGE_HUJI,867,iso1,-985.13774085,2.990815,2.524618
618,/home/share/wesolowski/NR_CGE_HUJI,868,iso1,-985.12331338,2.816139,2.580356
619,/home/share/wesolowski/NR_CGE_HUJI,869,iso1,-985.12398394,3.082256,2.400164
620,/home/share/wesolowski/NR_CGE_HUJI,870,iso1,-985.13133864,3.339185,2.494515
621,/home/share/wesolowski/NR_CGE_HUJI,871,iso1,-985.14236248,3.063718,2.590009
622,/home/share/wesolowski/NR_CGE_HUJI,872,iso1,-985.14361052,3.002763,2.354432
623,/home/share/wesolowski/NR_CGE_HUJI,873,iso1,-985.13014786,2.974036,2.351488
624,/home/share/wesolowski/NR_CGE_HUJI,874,iso1,-985.11354467,2.970759,2.460944
625,/home/share/wesolowski/NR_CGE_HUJI,875,iso1,-985.12372928,3.061665,2.229375
626,/home/share/wesolowski/NR_CGE_HUJI,876,iso1,-985.1414389,2.942407,2.506236
627,/home/share/wesolowski/NR_CGE_HUJI,877,iso1,-985.14080987,3.139174,2.444362
628,/home/share/wesolowski/NR_CGE_HUJI,878,iso1,-985.13653442,3.262693,2.27407
629,/home/share/wesolowski/NR_CGE_HUJI,879,iso1,-985.14015933,3.246105,2.464427
630,/home/share/wesolowski/NR_CGE_HUJI,880,iso1,-985.14275322,3.049418,2.511856
631,/home/share/wesolowski/NR_CGE_HUJI,881,iso1,-985.14751097,2.97351,2.494878
632,/home/share/wesolowski/NR_CGE_HUJI,882,iso1,-985.14294429,3.11996,2.386438
633,/home/share/wesolowski/NR_CGE_HUJI,883,iso1,-985.13835269,2.912662,2.307968
634,/home/share/wesolowski/NR_CGE_HUJI,884,iso1,-985.12933055,3.136161,2.393151
635,/home/share/wesolowski/NR_CGE_HUJI,885,iso1,-985.1357304,3.15459,2.384135
636,/home/share/wesolowski/NR_CGE_HUJI,886,iso1,-985.14384878,2.92625,2.408659
637,/home/share/wesolowski/NR_CGE_HUJI,887,iso1,-985.14708914,2.750704,2.455397
638,/home/share/wesolowski/NR_CGE_HUJI,888,iso1,-985.12549633,2.925229,2.474943
639,/home/share/wesolowski/NR_CGE_HUJI,889,iso1,-985.12340501,3.079244,2.381921
640,/home/share/wesolowski/NR_CGE_HUJI,890,iso1,-985.13275968,3.192077,2.299843
641,/home/share/wesolowski/NR_CGE_HUJI,891,iso1,-985.12526604,2.980372,2.376208
642,/home/share/wesolowski/NR_CGE_HUJI,892,iso1,-985.12402633,3.078452,2.430265
643,/home/share/wesolowski/NR_CGE_HUJI,893,iso1,-985.12270645,2.829289,2.408913
644,/home/share/wesolowski/NR_CGE_HUJI,894,iso1,-985.12430639,2.987882,2.344063
645,/home/share/wesolowski/NR_CGE_HUJI,895,iso1,-985.13670227,2.991341,2.477476
646,/home/share/wesolowski/NR_CGE_HUJI,896,iso1,-985.11869859,3.025256,2.376512
647,/home/share/wesolowski/NR_CGE_HUJI,897,iso1,-985.12389438,2.800197,2.40334
648,/home/share/wesolowski/NR_CGE_HUJI,898,iso1,-985.13866085,2.909793,2.50463
649,/home/share/wesolowski/NR_CGE_HUJI,899,iso1,-985.13992992,2.971227,2.4833
650,/home/share/wesolowski/NR_CGE_HUJI,900,iso1,-985.12461668,3.192843,2.361708
651,/home/share/wesolowski/NR_CGE_HUJI,901,iso1,-985.13488659,2.938953,2.453732
652,/home/share/wesolowski/NR_CGE_HUJI,902,iso1,-985.1421482,3.018515,2.367842
653,/home/share/wesolowski/NR_CGE_HUJI,903,iso1,-985.13929525,3.010593,2.45689
654,/home/share/wesolowski/NR_CGE_HUJI,904,iso1,-985.1299408,2.978808,2.541049
655,/home/share/wesolowski/NR_CGE_HUJI,905,iso1,-985.12384705,3.112525,2.304705
656,/home/share/wesolowski/NR_CGE_HUJI,906,iso1,-985.12957765,2.949828,2.506024
657,/home/share/wesolowski/NR_CGE_HUJI,907,iso1,-985.1299119,2.840245,2.47941
658,/home/share/wesolowski/NR_CGE_HUJI,908,iso1,-985.13188994,3.107776,2.363624
659,/home/share/wesolowski/NR_CGE_HUJI,909,iso1,-985.12996165,3.171425,2.385705
660,/home/share/wesolowski/NR_CGE_HUJI,910,iso1,-985.11125863,2.987495,2.42016
661,/home/share/wesolowski/NR_CGE_HUJI,911,iso1,-985.12305762,3.028238,2.357526
662,/home/share/wesolowski/NR_CGE_HUJI,912,iso1,-985.13062274,2.880315,2.509012
663,/home/share/wesolowski/NR_CGE_HUJI,913,iso1,-985.14546085,3.065092,2.357441
664,/home/share/wesolowski/NR_CGE_HUJI,914,iso1,-985.14695072,2.932108,2.447289
665,/home/share/wesolowski/NR_CGE_HUJI,915,iso1,-985.1134653,2.95043,2.489357
666,/home/share/wesolowski/NR_CGE_HUJI,916,iso1,-985.15324283,3.060524,2.384972
667,/home/share/wesolowski/NR_CGE_HUJI,917,iso1,-985.15151365,3.034864,2.456857
668,/home/share/wesolowski/NR_CGE_HUJI,918,iso1,-985.13245585,2.951373,2.441814
669,/home/share/wesolowski/NR_CGE_HUJI,919,iso1,-985.14349488,3.144391,2.450298
670,/home/share/wesolowski/NR_CGE_HUJI,920,iso1,-985.14144556,2.892501,2.49766
671,/home/share/wesolowski/NR_CGE_HUJI,921,iso1,-985.12579044,2.981253,2.340481
672,/home/share/wesolowski/NR_CGE_HUJI,922,iso1,-985.1363962,3.089761,2.365537
673,/home/share/wesolowski/NR_CGE_HUJI,923,iso1,-985.15165329,3.351126,2.326244
674,/home/share/wesolowski/NR_CGE_HUJI,924,iso1,-985.13833643,2.91132,2.445842
675,/home/share/wesolowski/NR_CGE_HUJI,925,iso1,-985.14282888,2.837103,2.504685
676,/home/share/wesolowski/NR_CGE_HUJI,926,iso1,-985.12568099,2.845536,2.431824
677,/home/share/wesolowski/NR_CGE_HUJI,927,iso1,-985.12985486,2.915759,2.518695
678,/home/share/wesolowski/NR_CGE_HUJI,928,iso1,-985.13152294,2.965345,2.459629
679,/home/share/wesolowski/NR_CGE_HUJI,929,iso1,-985.13996299,3.218754,2.231307
680,/home/share/wesolowski/NR_CGE_HUJI,930,iso1,-985.12323692,3.363318,2.318646
681,/home/share/wesolowski/NR_CGE_HUJI,931,iso1,-985.13331634,2.945169,2.264876
682,/home/share/wesolowski/NR_CGE_HUJI,932,iso1,-985.12876341,3.217947,2.411887
683,/home/share/wesolowski/NR_CGE_HUJI,933,iso1,-985.13763524,3.23939,2.402992
684,/home/share/wesolowski/NR_CGE_HUJI,934,iso1,-985.14593166,3.060773,2.365182
685,/home/share/wesolowski/NR_CGE_HUJI,935,iso1,-985.13086332,3.149845,2.369224
686,/home/share/wesolowski/NR_CGE_HUJI,936,iso1,-985.1334575,2.811882,2.428576
687,/home/share/wesolowski/NR_CGE_HUJI,937,iso1,-985.11330049,2.872481,2.507869
688,/home/share/wesolowski/NR_CGE_HUJI,938,iso1,-985.11494633,2.910943,2.292438
689,/home/share/wesolowski/NR_CGE_HUJI,939,iso1,-985.12665838,3.033252,2.374893
690,/home/share/wesolowski/NR_CGE_HUJI,940,iso1,-985.13702835,2.831584,2.446425
691,/home/share/wesolowski/NR_CGE_HUJI,941,iso1,-985.12247702,2.938429,2.496408
692,/home/share/wesolowski/NR_CGE_HUJI,942,iso1,-985.13624072,3.017648,2.482674
693,/home/share/wesolowski/NR_CGE_HUJI,943,iso1,-985.13354681,3.171786,2.485016
694,/home/share/wesolowski/NR_CGE_HUJI,944,iso1,-985.13006724,3.274381,2.360665
695,/home/share/wesolowski/NR_CGE_HUJI,945,iso1,-985.12988622,3.055954,2.228784
696,/home/share/wesolowski/NR_CGE_HUJI,946,iso1,-985.14464071,2.924962,2.36827
697,/home/share/wesolowski/NR_CGE_HUJI,947,iso1,-985.12966288,2.965563,2.450626
698,/home/share/wesolowski/NR_CGE_HUJI,948,iso1,-985.1372376,2.992248,2.457504
699,/home/share/wesolowski/NR_CGE_HUJI,949,iso1,-985.12553745,3.222434,2.25564
700,/home/share/wesolowski/NR_CGE_HUJI,950,iso1,-985.1370721,3.129516,2.312881
701,/home/share/wesolowski/NR_CGE_HUJI,951,iso1,-985.13508381,3.140802,2.246239
702,/home/share/wesolowski/NR_CGE_HUJI,952,iso1,-985.1394021,2.990602,2.40956
703,/home/share/wesolowski/NR_CGE_HUJI,953,iso1,-985.11664911,2.988082,2.430298
704,/home/share/wesolowski/NR_CGE_HUJI,954,iso1,-985.1231673,3.108087,2.380944
705,/home/share/wesolowski/NR_CGE_HUJI,955,iso1,-985.13114184,3.009355,2.495145
706,/home/share/wesolowski/NR_CGE_HUJI,956,iso1,-985.15086366,3.067655,2.255651
707,/home/share/wesolowski/NR_CGE_HUJI,957,iso1,-985.1368108,2.94154,2.344232
708,/home/share/wesolowski/NR_CGE_HUJI,958,iso1,-985.1488661,3.139074,2.39455
709,/home/share/wesolowski/NR_CGE_HUJI,959,iso1,-985.14219336,3.230386,2.384886
710,/home/share/wesolowski/NR_CGE_HUJI,960,iso1,-985.13037229,3.370229,2.34732
711,/home/share/wesolowski/NR_CGE_HUJI,961,iso1,-985.1370747,3.054265,2.433971
712,/home/share/wesolowski/NR_CGE_HUJI,962,iso1,-985.13227363,2.896836,2.397242
713,/home/share/wesolowski/NR_CGE_HUJI,963,iso1,-985.14212188,3.335016,2.214073
714,/home/share/wesolowski/NR_CGE_HUJI,964,iso1,-985.14104221,3.129989,2.429501
715,/home/share/wesolowski/NR_CGE_HUJI,965,iso1,-985.13048497,3.120416,2.417203
716,/home/share/wesolowski/NR_CGE_HUJI,966,iso1,-985.12131442,3.099349,2.227758
717,/home/share/wesolowski/NR_CGE_HUJI,967,iso1,-985.12704287,3.207064,2.39635
718,/home/share/wesolowski/NR_CGE_HUJI,968,iso1,-985.14128763,3.096236,2.500907
719,/home/share/wesolowski/NR_CGE_HUJI,969,iso1,-985.14330195,3.195139,2.404804
720,/home/share/wesolowski/NR_CGE_HUJI,970,iso1,-985.12425711,3.032355,2.348615
721,/home/share/wesolowski/NR_CGE_HUJI,971,iso1,-985.13399039,2.949468,2.351914
722,/home/share/wesolowski/NR_CGE_HUJI,972,iso1,-985.12791577,3.103312,2.22414
723,/home/share/wesolowski/NR_CGE_HUJI,973,iso1,-985.15010753,3.046942,2.442254
724,/home/share/wesolowski/NR_CGE_HUJI,974,iso1,-985.13573873,2.779758,2.498395
725,/home/share/wesolowski/NR_CGE_HUJI,975,iso1,-985.12896232,3.129933,2.242985
726,/home/share/wesolowski/NR_CGE_HUJI,976,iso1,-985.13202963,2.89318,2.343833
727,/home/share/wesolowski/NR_CGE_HUJI,977,iso1,-985.14247566,2.990222,2.366267
728,/home/share/wesolowski/NR_CGE_HUJI,978,iso1,-985.13981864,2.960683,2.368775
729,/home/share/wesolowski/NR_CGE_HUJI,979,iso1,-985.14515903,2.969397,2.37879
730,/home/share/wesolowski/NR_CGE_HUJI,980,iso1,-985.14286849,3.134272,2.268382
731,/home/share/wesolowski/NR_CGE_HUJI,981,iso1,-985.13792524,2.895718,2.398155
732,/home/share/wesolowski/NR_CGE_HUJI,982,iso1,-985.12686226,3.038155,2.430964
733,/home/share/wesolowski/NR_CGE_HUJI,983,iso1,-985.13518097,2.95825,2.398135
734,/home/share/wesolowski/NR_CGE_HUJI,984,iso1,-985.12847736,2.977033,2.470445
735,/home/share/wesolowski/NR_CGE_HUJI,985,iso1,-985.13816603,3.101854,2.320124
736,/home/share/wesolowski/NR_CGE_HUJI,986,iso1,-985.14075809,3.131886,2.415043
737,/home/share/wesolowski/NR_CGE_HUJI,987,iso1,-985.13395103,2.905391,2.429357
738,/home/share/wesolowski/NR_CGE_HUJI,988,iso1,-985.14312086,3.378622,2.318479
739,/home/share/wesolowski/NR_CGE_HUJI,989,iso1,-985.14390245,3.057702,2.475025
740,/home/share/wesolowski/NR_CGE_HUJI,990,iso1,-985.13190335,2.931087,2.502742
741,/home/share/wesolowski/NR_CGE_HUJI,991,iso1,-985.13219451,3.020485,2.425367
742,/home/share/wesolowski/NR_CGE_HUJI,992,iso1,-985.15063594,2.938318,2.520144
743,/home/share/wesolowski/NR_CGE_HUJI,993,iso1,-985.10985519,3.107082,2.500665
744,/home/share/wesolowski/NR_CGE_HUJI,994,iso1,-985.14947342,3.054639,2.358183
745,/home/share/wesolowski/NR_CGE_HUJI,995,iso1,-985.12277493,3.172715,2.381843
746,/home/share/wesolowski/NR_CGE_HUJI,996,iso1,-985.15239592,2.980267,2.404153
747,/home/share/wesolowski/NR_CGE_HUJI,997,iso1,-985.13803782,2.978739,2.567513
748,/home/share/wesolowski/NR_CGE_HUJI,998,iso1,-985.14889121,2.926743,2.541057
749,/home/share/wesolowski/NR_CGE_HUJI,999,iso1,-985.16221578,3.043323,2.423071
